Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,70,336,68463,2772.502139
Two-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,2,72,510.976913,0,21578.86035
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,1,80,739.310493,0,2921.681366
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,73,350.4,38984,8591.604933
SUV,Basic,Offer2,Employed,Married,Bachelor,3,112,537.6,44329,8929.611119
Four-Door Car,Basic,Offer3,Employed,Divorced,Master,9,69,331.2,27722,5532.629846
Four-Door Car,Extended,Offer1,Employed,Married,College,9,80,384,52210,6285.15476
Four-Door Car,Extended,Offer2,Unemployed,Married,College,1,83,199.851201,0,2933.960426
Four-Door Car,Premium,Offer1,Unemployed,Divorced,High School or Below,7,114,547.2,0,8447.801005
Two-Door Car,Extended,Offer1,Employed,Married,High School or Below,5,76,166.1306,41859,5994.226432
Four-Door Car,Premium,Offer2,Employed,Married,Bachelor,2,102,421.111226,87502,20461.1545
Four-Door Car,Basic,Offer3,Employed,Divorced,College,3,72,61.715527,81491,5757.489397
Four-Door Car,Basic,Offer3,Employed,Single,Bachelor,2,66,184.936711,67186,7850.128057
Sports Car,Basic,Offer4,Employed,Married,High School or Below,2,117,436.533172,59130,33279.77231
Luxury Car,Basic,Offer2,Unemployed,Single,Bachelor,6,180,1474.267145,0,13061.51639
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,61,273.879927,57777,7319.575712
SUV,Basic,Offer4,Unemployed,Single,College,2,108,777.6,0,21159.30151
Sports Car,Basic,Offer2,Employed,Married,Doctor,3,110,159.239518,61246,8828.380695
Two-Door Car,Basic,Offer2,Employed,Married,College,2,62,98.923871,23541,7247.736708
Four-Door Car,Basic,Offer3,Unemployed,Married,High School or Below,2,66,393.645615,0,7238.504049
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,84,65.803328,75216,3360.269641
SUV,Basic,Offer2,Employed,Married,College,2,114,786.934186,50144,13610.10746
Four-Door Car,Premium,Offer1,Employed,Married,Bachelor,3,119,560.154132,51425,9378.900706
SUV,Basic,Offer1,Employed,Married,College,1,109,166.937747,40864,4282.947971
SUV,Extended,Offer2,Employed,Married,College,1,125,723.301363,61987,5021.150845
SUV,Basic,Offer2,Unemployed,Single,Bachelor,7,100,925.137143,0,6947.524013
Four-Door Car,Extended,Offer2,Unemployed,Married,College,8,80,488.910614,0,6006.963446
Four-Door Car,Extended,Offer2,Employed,Divorced,Doctor,2,89,17.558721,73339,17788.05705
Luxury Car,Extended,Offer2,Employed,Married,High School or Below,1,225,1080,63326,8935.274872
Four-Door Car,Basic,Offer1,Unemployed,Single,College,1,70,425.266308,0,2393.915369
SUV,Basic,Offer3,Employed,Married,College,3,119,797.558033,28558,8873.201307
SUV,Extended,Offer1,Employed,Married,Doctor,7,131,905.030448,59965,10541.10977
Four-Door Car,Premium,Offer1,Unemployed,Married,High School or Below,6,106,603.058114,0,8236.917193
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,72,146.124719,38676,8586.801328
Two-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,72,328.004855,61809,2893.806196
Four-Door Car,Extended,Offer2,Employed,Married,Doctor,1,99,475.2,37384,4014.453113
Four-Door Car,Premium,Offer1,Unemployed,Single,High School or Below,3,103,741.6,0,7611.212764
Two-Door Car,Extended,Offer1,Medical Leave,Divorced,High School or Below,6,79,507.549315,20282,5445.373289
Four-Door Car,Extended,Offer1,Employed,Single,Bachelor,3,76,364.8,43676,5913.305869
SUV,Basic,Offer1,Employed,Married,Bachelor,1,113,376.529086,34558,4513.435299
Sports Car,Basic,Offer2,Employed,Single,Bachelor,2,112,537.6,28582,13037.03339
Four-Door Car,Basic,Offer1,Unemployed,Single,Master,2,66,316.8,0,6393.874612
SUV,Extended,Offer1,Unemployed,Single,Bachelor,5,122,1100.088685,0,8467.369513
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,86,10.478305,54339,3430.316936
Four-Door Car,Basic,Offer2,Unemployed,Married,College,2,66,316.8,0,7200.664877
Four-Door Car,Premium,Offer1,Unemployed,Single,College,1,106,1116.943654,0,3761.792015
SUV,Basic,Offer1,Medical Leave,Married,Bachelor,2,114,547.2,15616,13269.59942
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,69,331.2,92296,2759.978287
Four-Door Car,Basic,Offer1,Unemployed,Married,High School or Below,8,73,388.819919,0,5528.080912
Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,2,63,302.4,48381,7564.611951
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,62,232.753598,79271,2414.638309
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,86,170.532133,94885,3470.177816
SUV,Extended,Offer2,Employed,Married,Bachelor,2,128,339.73717,80757,15262.95878
Two-Door Car,Extended,Offer1,Employed,Married,Master,2,98,470.4,87560,11986.59212
Two-Door Car,Extended,Offer4,Medical Leave,Married,College,1,76,364.8,23830,2776.842204
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,72,515.122954,35654,2885.742441
Sports Car,Basic,Offer4,Employed,Married,High School or Below,3,103,494.4,68022,8209.59982
Four-Door Car,Basic,Offer1,Employed,Single,Master,8,61,254.308991,35039,4739.861234
Four-Door Car,Basic,Offer1,Disabled,Divorced,Master,3,65,312,22886,5096.673223
Four-Door Car,Extended,Offer3,Employed,Married,Master,1,83,326.281835,60244,3237.996209
Two-Door Car,Basic,Offer4,Employed,Married,College,1,67,309.424708,31058,2489.387507
Four-Door Car,Basic,Offer1,Employed,Single,Bachelor,3,74,355.2,60087,5821.787383
SUV,Extended,Offer1,Unemployed,Divorced,High School or Below,1,125,600,0,4473.883999
Luxury SUV,Extended,Offer1,Employed,Divorced,High School or Below,2,223,1605.6,48268,26346.08582
Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,6,73,100.620067,85857,5879.176092
Two-Door Car,Basic,Offer2,Medical Leave,Married,Master,2,68,383.890867,15505,21480.81781
Four-Door Car,Basic,Offer1,Medical Leave,Single,Bachelor,1,69,331.2,29735,2453.570794
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,3,63,302.4,76448,5111.304579
Four-Door Car,Basic,Offer3,Unemployed,Single,College,1,65,468,0,2113.85703
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,62,430.093647,54289,7385.359236
Four-Door Car,Extended,Offer2,Unemployed,Married,Bachelor,2,95,337.79769,0,10395.70939
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,2,82,371.458196,72517,13156.74895
SUV,Basic,Offer3,Employed,Married,College,9,109,527.759702,31354,8667.090494
Four-Door Car,Extended,Offer1,Unemployed,Single,College,1,88,633.6,0,3059.426954
Four-Door Car,Extended,Offer3,Unemployed,Married,Bachelor,2,81,136.848554,0,21112.53624
Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,66,225.578841,78618,2619.337376
Two-Door Car,Extended,Offer1,Medical Leave,Married,College,7,94,451.2,10710,7255.714453
Sports Car,Basic,Offer1,Employed,Married,High School or Below,7,115,115.400119,70958,9212.613275
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,69,290.886242,79065,2760.476712
SUV,Basic,Offer2,Employed,Divorced,Doctor,3,107,220.018279,92374,8639.49502
Sports Car,Premium,Offer4,Unemployed,Single,High School or Below,3,169,1312.201307,0,11700.6441
SUV,Basic,Offer2,Employed,Married,Bachelor,1,112,537.6,26676,4389.279424
Two-Door Car,Basic,Offer1,Employed,Single,College,7,64,317.979988,25915,4996.564694
Sports Car,Basic,Offer1,Unemployed,Married,Master,2,113,799.926741,0,35537.846
Four-Door Car,Premium,Offer1,Disabled,Divorced,Bachelor,2,101,484.8,11885,11315.20373
Four-Door Car,Extended,Offer1,Unemployed,Married,Doctor,4,84,481.025786,0,6265.343299
SUV,Extended,Offer1,Unemployed,Single,High School or Below,1,125,900,0,4512.204391
Two-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,9,65,468,0,4468.2209
Four-Door Car,Basic,Offer1,Medical Leave,Single,College,8,69,438.155584,12153,4861.493017
Luxury Car,Premium,Offer1,Unemployed,Married,High School or Below,5,290,1550.596808,0,21766.83059
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,1,70,504,0,2471.441785
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,8,88,603.100479,21687,6950.100195
SUV,Extended,Offer1,Unemployed,Single,College,1,136,652.8,0,4754.449647
Luxury Car,Basic,Offer1,Employed,Single,High School or Below,3,189,907.2,36670,14708.99565
SUV,Extended,Offer2,Retired,Divorced,High School or Below,1,133,638.4,20993,4772.943848
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1,63,302.4,48473,2444.896824
Four-Door Car,Basic,Offer1,Unemployed,Divorced,College,1,66,316.8,0,2004.350666
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,61,386.031248,44788,7285.030983
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,3,69,472.611522,0,4813.284447
Four-Door Car,Extended,Offer2,Employed,Single,College,9,77,31.668965,82399,6045.625114
Four-Door Car,Basic,Offer1,Employed,Married,Doctor,3,70,244.801119,36938,5682.515346
Four-Door Car,Basic,Offer2,Employed,Divorced,High School or Below,3,62,266.932542,82093,4942.873707
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,93,446.4,31349,3677.907634
Two-Door Car,Extended,Offer2,Employed,Married,College,2,78,20.209679,38910,9426.384787
Two-Door Car,Extended,Offer4,Employed,Single,College,2,96,250.697824,66146,11243.90285
Luxury SUV,Basic,Offer1,Employed,Married,High School or Below,6,185,1.587888,91193,14886.70602
SUV,Basic,Offer1,Employed,Divorced,College,1,116,381.570261,95550,4595.524548
Two-Door Car,Basic,Offer1,Unemployed,Married,High School or Below,1,74,402.449823,0,2840.85429
SUV,Extended,Offer1,Employed,Married,College,3,129,619.2,35482,10208.92761
Four-Door Car,Basic,Offer4,Employed,Divorced,Bachelor,2,66,316.8,44856,10148.41973
Sports Car,Premium,Offer3,Employed,Married,Master,1,181,404.95431,29053,7256.576235
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,4,67,577.385463,0,4654.841089
Four-Door Car,Extended,Offer1,Unemployed,Single,College,8,83,946.345269,0,5770.684097
Four-Door Car,Premium,Offer1,Employed,Married,Bachelor,4,119,65.428481,84539,9587.586583
Four-Door Car,Basic,Offer3,Unemployed,Single,College,2,64,572.522796,0,9321.284825
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,73,123.790553,40525,2879.63179
Two-Door Car,Extended,Offer3,Employed,Married,College,2,81,388.8,31421,9594.78115
SUV,Basic,Offer1,Employed,Married,Bachelor,3,116,501.716934,73795,9185.025301
Four-Door Car,Extended,Offer3,Medical Leave,Married,College,9,85,408,15300,6494.243995
SUV,Basic,Offer2,Employed,Married,High School or Below,2,100,444.530425,31157,23554.392
Two-Door Car,Basic,Offer1,Medical Leave,Single,High School or Below,1,69,374.399828,23504,2514.428561
Two-Door Car,Basic,Offer4,Employed,Married,High School or Below,2,64,33.97,69900,7623.580733
Two-Door Car,Basic,Offer3,Employed,Married,College,2,64,302.586407,49937,7597.910661
Sports Car,Premium,Offer3,Unemployed,Single,High School or Below,2,157,753.6,0,16280.19859
Four-Door Car,Basic,Offer2,Unemployed,Divorced,High School or Below,2,63,685.12694,0,16468.22079
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,65,312,31213,2549.998419
SUV,Basic,Offer1,Employed,Married,Bachelor,9,105,2.54009,61337,8447.888167
Four-Door Car,Basic,Offer3,Unemployed,Married,College,1,61,292.8,0,2237.347771
Two-Door Car,Extended,Offer2,Employed,Married,Bachelor,2,88,631.743039,72540,10656.88195
Four-Door Car,Basic,Offer3,Employed,Single,High School or Below,1,64,274.956819,31093,2482.195895
Four-Door Car,Extended,Offer1,Employed,Single,College,2,83,290.381707,50809,19480.49981
Four-Door Car,Extended,Offer1,Unemployed,Married,Bachelor,9,93,13.073952,0,6739.664992
Four-Door Car,Extended,Offer3,Employed,Married,College,1,86,412.8,42983,3483.630439
Two-Door Car,Basic,Offer3,Employed,Single,Bachelor,3,62,49.011099,65795,4762.8179
Four-Door Car,Basic,Offer1,Medical Leave,Married,Doctor,3,66,214.866605,12608,4991.47197
SUV,Premium,Offer1,Employed,Married,Bachelor,3,180,821.51673,73222,14349.85991
Two-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,3,62,297.6,0,4665.129599
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,3,73,350.4,75952,5866.068903
Four-Door Car,Extended,Offer2,Employed,Married,College,1,95,97.176153,97729,3832.898507
Luxury SUV,Premium,Offer1,Retired,Married,Bachelor,1,271,1300.8,14290,10179.71704
Four-Door Car,Basic,Offer1,Employed,Married,College,1,72,381.238176,65247,2899.702858
Four-Door Car,Basic,Offer1,Employed,Married,College,2,65,123.512596,52735,10357.62776
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,94,146.950756,31477,7516.831717
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,66,142.113373,44362,15762.53198
SUV,Basic,Offer2,Employed,Divorced,High School or Below,3,116,556.8,71416,9277.233839
Four-Door Car,Basic,Offer2,Unemployed,Married,College,2,66,316.8,0,7200.664877
SUV,Premium,Offer1,Unemployed,Single,Bachelor,9,161,1159.2,0,11158.12643
Two-Door Car,Extended,Offer1,Disabled,Divorced,Bachelor,8,89,111.836561,21156,6540.204626
Four-Door Car,Basic,Offer4,Employed,Single,College,3,71,472.599683,58651,5480.104065
Four-Door Car,Premium,Offer1,Employed,Married,High School or Below,3,101,484.8,66140,8162.617053
Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,68,51.662597,30584,8072.746442
Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,2,64,9.163065,71879,22693.29076
Four-Door Car,Premium,Offer1,Disabled,Married,Bachelor,1,113,831.625979,16701,4293.997319
SUV,Basic,Offer1,Employed,Single,Master,1,118,88.17994,85140,4554.557242
Sports Car,Extended,Offer2,Employed,Divorced,Doctor,5,137,657.6,24164,10972.06778
SUV,Extended,Offer4,Employed,Married,Master,4,134,83.815183,52965,10682.7619
SUV,Basic,Offer1,Employed,Married,Bachelor,1,118,133.907696,78596,4742.617289
Four-Door Car,Extended,Offer1,Unemployed,Single,College,2,87,417.6,0,8621.185568
SUV,Basic,Offer1,Unemployed,Single,College,1,101,862.49778,0,3721.390713
Four-Door Car,Extended,Offer1,Employed,Married,College,3,97,284.49502,54431,7849.125533
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,2,72,518.4,0,12992.27561
Four-Door Car,Basic,Offer1,Retired,Divorced,High School or Below,1,65,572.072106,22283,2397.036098
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,65,312,29757,2581.110945
Four-Door Car,Basic,Offer1,Employed,Married,College,2,72,79.463916,26023,8457.461231
Four-Door Car,Extended,Offer4,Medical Leave,Divorced,College,2,92,441.6,19592,9927.049694
Four-Door Car,Extended,Offer1,Employed,Married,College,3,99,291.890464,51001,7842.377593
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,68,361.646987,91354,16484.01644
Two-Door Car,Basic,Offer1,Medical Leave,Married,High School or Below,2,67,482.4,27869,18474.71111
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,4,73,281.295903,81082,5838.89915
Four-Door Car,Extended,Offer4,Employed,Single,College,2,95,76.175672,29815,10960.93667
Four-Door Car,Extended,Offer1,Employed,Married,Master,9,86,221.856184,33288,6756.651404
Luxury SUV,Extended,Offer2,Employed,Single,College,1,210,1008,58414,7840.165778
Four-Door Car,Premium,Offer3,Employed,Married,High School or Below,3,111,1093.708851,66267,8986.610653
SUV,Basic,Offer1,Retired,Single,High School or Below,1,101,694.598288,25147,3600.934326
Two-Door Car,Basic,Offer4,Unemployed,Single,College,1,69,624.980751,0,2276.392936
Two-Door Car,Premium,Offer3,Employed,Single,Bachelor,1,104,171.213743,62864,4049.415027
Four-Door Car,Extended,Offer3,Employed,Married,Master,1,79,379.2,77882,3221.788294
SUV,Extended,Offer3,Unemployed,Single,High School or Below,2,131,943.2,0,14208.50598
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,1,73,283.966321,36844,2872.980808
SUV,Basic,Offer4,Employed,Married,Bachelor,3,118,566.4,47048,9420.965855
Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,1,82,393.6,25820,3265.156348
Four-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,2,76,364.8,0,18688.30707
Four-Door Car,Extended,Offer2,Employed,Married,College,1,80,239.964694,78784,3199.824902
Two-Door Car,Extended,Offer4,Employed,Divorced,College,9,87,616.749885,22093,6874.326693
Two-Door Car,Basic,Offer4,Employed,Married,Bachelor,2,67,321.6,89284,7920.105377
Four-Door Car,Premium,Offer3,Employed,Married,Bachelor,2,111,170.559281,37449,12898.59142
SUV,Basic,Offer1,Retired,Divorced,Bachelor,2,115,828,14973,12168.74492
Sports Car,Basic,Offer2,Employed,Married,Master,2,112,297.187468,57222,13502.63148
Four-Door Car,Basic,Offer1,Employed,Married,Bachelor,1,68,326.4,25544,2695.963857
Four-Door Car,Extended,Offer2,Employed,Divorced,Bachelor,1,77,128.490137,42987,3012.039703
Two-Door Car,Basic,Offer4,Employed,Married,College,1,66,316.8,45525,2671.295549
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,3,79,379.2,24477,6289.946999
Two-Door Car,Basic,Offer1,Employed,Single,Doctor,1,71,145.673348,37009,2806.696138
Four-Door Car,Basic,Offer2,Employed,Married,College,2,64,268.471802,64801,7582.113842
Luxury SUV,Extended,Offer1,Employed,Divorced,Bachelor,1,215,1032,46503,8427.172486
SUV,Extended,Offer4,Employed,Married,High School or Below,1,129,619.2,87050,5160.251878
Four-Door Car,Premium,Offer2,Unemployed,Married,Master,2,119,439.352186,0,15610.90065
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,1,74,663.423782,0,2562.843896
Two-Door Car,Basic,Offer3,Employed,Married,College,1,62,54.961039,50632,2483.642397
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,8,86,242.807725,25411,6965.423975
Four-Door Car,Basic,Offer1,Employed,Married,College,2,62,128.969729,37256,9816.528302
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,4,71,511.2,0,5088.687654
SUV,Basic,Offer3,Employed,Married,Bachelor,1,114,412.884282,39426,4521.190551
Four-Door Car,Basic,Offer3,Unemployed,Single,Bachelor,3,71,653.388564,0,4992.063043
Four-Door Car,Extended,Offer4,Employed,Married,Bachelor,1,87,316.35678,22853,3362.414442
Four-Door Car,Basic,Offer3,Unemployed,Married,College,1,71,340.8,0,2657.570431
Four-Door Car,Premium,Offer1,Unemployed,Single,College,3,114,820.8,0,7555.828789
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,2,70,336,88178,14194.15441
SUV,Basic,Offer2,Employed,Married,Bachelor,6,100,418.005524,74217,7986.191274
Luxury Car,Premium,Offer4,Unemployed,Single,High School or Below,1,261,2759.794354,0,9295.41115
Luxury SUV,Extended,Offer1,Disabled,Married,High School or Below,2,219,1328.839129,29295,58207.12842
SUV,Basic,Offer1,Unemployed,Single,Bachelor,1,110,792,0,3735.838129
Two-Door Car,Basic,Offer2,Employed,Divorced,High School or Below,1,68,292.135884,58620,2722.408776
